step,acc_train,f1_train,loss_train,cw_acc_train,acc_val,f1_val,loss_val,cw_acc_val,acc_test,f1_test,loss_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
250,1.0,1.0,1.1862837076187134,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.32515337423312884,0.32395795928120613,0.0,"[0.4, 0.4, 0.167, 0.186, 0.091, 0.559, 0.583]",0.3946830265848671,0.39421414888253287,0.0,"[0.587, 0.414, 0.169, 0.343, 0.263, 0.4, 0.639]",319,719,0.44367176634214184,0.98,"[0.12703801691532135, 0.1540134847164154, 0.058717284351587296, 0.14060941338539124, 0.15644292533397675, 0.201823428273201, 0.16135522723197937]","[0.6294512748718262, 0.7631100416183472, 0.2909339368343353, 0.6966952085494995, 0.7751474976539612, 1.0, 0.7994871139526367]","[50, 137, 61, 127, 131, 86, 127]","[37, 73, 21, 35, 35, 26, 92]","[0.7400000095367432, 0.5328466892242432, 0.3442623019218445, 0.27559053897857666, 0.2671755850315094, 0.302325576543808, 0.7244094610214233]","[466, 790, 422, 681, 731, 393, 858]","[283, 417, 127, 176, 203, 145, 592]","[0.6072961091995239, 0.5278481245040894, 0.3009478747844696, 0.2584434747695923, 0.2777017652988434, 0.3689567446708679, 0.689976692199707]"
275,1.0,1.0,1.1830484867095947,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3803680981595092,0.3853346255000571,0.0,"[0.44, 0.529, 0.09, 0.329, 0.286, 0.525, 0.55]",0.3987730061349693,0.39749574024918205,0.0,"[0.587, 0.486, 0.104, 0.457, 0.368, 0.217, 0.59]",329,748,0.43983957219251335,0.98,"[0.13800306618213654, 0.14409475028514862, 0.05113289877772331, 0.25760993361473083, 0.1559041142463684, 0.17048904299736023, 0.08276604115962982]","[0.5357055068016052, 0.559352457523346, 0.19848962128162384, 1.0, 0.6051945090293884, 0.6618108153343201, 0.32128435373306274]","[67, 147, 75, 129, 129, 98, 103]","[47, 77, 24, 31, 38, 41, 71]","[0.7014925479888916, 0.523809552192688, 0.3199999928474426, 0.24031007289886475, 0.2945736348628998, 0.4183673560619354, 0.6893203854560852]","[533, 937, 497, 810, 860, 491, 961]","[330, 494, 151, 207, 241, 186, 663]","[0.6191369891166687, 0.527214527130127, 0.30382293462753296, 0.25555557012557983, 0.2802325487136841, 0.3788187503814697, 0.6899063587188721]"
300,1.0,1.0,1.1855283975601196,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3312883435582822,0.306186229714287,0.0,"[0.533, 0.5, 0.064, 0.214, 0.013, 0.576, 0.533]",0.3558282208588957,0.32243823689694223,0.0,"[0.667, 0.586, 0.013, 0.343, 0.0, 0.333, 0.623]",330,726,0.45454545454545453,0.98,"[0.2275279313325882, 0.18079625070095062, 0.0487324558198452, 0.13045229017734528, 0.03634689003229141, 0.2979187071323395, 0.07822531461715698]","[0.7637248635292053, 0.6068643927574158, 0.16357634961605072, 0.43787881731987, 0.12200271338224411, 1.0, 0.26257267594337463]","[70, 146, 50, 154, 97, 92, 117]","[48, 89, 15, 31, 27, 36, 84]","[0.6857143044471741, 0.6095890402793884, 0.30000001192092896, 0.20129869878292084, 0.27835050225257874, 0.3913043439388275, 0.7179487347602844]","[603, 1083, 547, 964, 957, 583, 1078]","[378, 583, 166, 238, 268, 222, 747]","[0.6268656849861145, 0.53831946849823, 0.30347350239753723, 0.2468879669904709, 0.28004178404808044, 0.38078901171684265, 0.6929498910903931]"
325,1.0,1.0,1.1790695190429688,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.33537832310838445,0.3183458423672203,0.0,"[0.493, 0.543, 0.103, 0.214, 0.026, 0.525, 0.55]",0.37423312883435583,0.35361992763607003,0.0,"[0.627, 0.629, 0.091, 0.257, 0.105, 0.3, 0.672]",337,681,0.4948604992657856,0.98,"[0.29122650623321533, 0.16456788778305054, 0.11250291019678116, 0.10458750277757645, 0.05324631929397583, 0.19676217436790466, 0.07710657268762589]","[1.0, 0.5650855302810669, 0.3863072395324707, 0.3591277003288269, 0.18283472955226898, 0.6756327748298645, 0.2647649645805359]","[86, 142, 72, 114, 75, 58, 134]","[61, 74, 21, 35, 23, 27, 96]","[0.7093023061752319, 0.5211267471313477, 0.2916666567325592, 0.3070175349712372, 0.30666667222976685, 0.4655172526836395, 0.7164179086685181]","[689, 1225, 619, 1078, 1032, 641, 1212]","[439, 657, 187, 273, 291, 249, 843]","[0.637155294418335, 0.53632652759552, 0.30210015177726746, 0.2532467544078827, 0.28197672963142395, 0.3884555399417877, 0.6955445408821106]"
350,1.0,1.0,1.2230993509292603,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3660531697341513,0.3654557921307021,0.0,"[0.44, 0.471, 0.346, 0.3, 0.013, 0.542, 0.533]",0.40081799591002043,0.3976954064340449,0.0,"[0.52, 0.571, 0.403, 0.371, 0.026, 0.317, 0.639]",306,707,0.4328147100424328,0.98,"[0.13176727294921875, 0.12769226729869843, 0.20556245744228363, 0.20828747749328613, 0.055040352046489716, 0.1223154217004776, 0.14933454990386963]","[0.6326221823692322, 0.6130577921867371, 0.9869170188903809, 1.0, 0.26425185799598694, 0.5872432589530945, 0.7169636487960815]","[63, 149, 73, 143, 65, 110, 104]","[37, 68, 20, 44, 15, 40, 82]","[0.5873016119003296, 0.4563758373260498, 0.27397260069847107, 0.3076923191547394, 0.23076923191547394, 0.3636363744735718, 0.7884615659713745]","[752, 1374, 692, 1221, 1097, 751, 1316]","[476, 725, 207, 317, 306, 289, 925]","[0.6329787373542786, 0.5276564955711365, 0.29913294315338135, 0.259623259305954, 0.2789425849914551, 0.38482025265693665, 0.7028875350952148]"
375,1.0,1.0,1.231815218925476,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.33537832310838445,0.331209593921078,0.0,"[0.533, 0.257, 0.09, 0.329, 0.104, 0.593, 0.55]",0.37014314928425357,0.3648420580553986,0.0,"[0.64, 0.286, 0.078, 0.5, 0.197, 0.317, 0.623]",354,760,0.46578947368421053,0.98,"[0.25085127353668213, 0.08191242069005966, 0.04015851020812988, 0.25581538677215576, 0.10092534869909286, 0.20446902513504028, 0.06586789339780807]","[0.9805949330329895, 0.3202013075351715, 0.1569823920726776, 1.0, 0.39452415704727173, 0.799283504486084, 0.2574821412563324]","[83, 125, 95, 140, 111, 87, 119]","[63, 71, 24, 35, 34, 39, 88]","[0.759036123752594, 0.5680000185966492, 0.2526315748691559, 0.25, 0.30630630254745483, 0.4482758641242981, 0.7394958138465881]","[835, 1499, 787, 1361, 1208, 838, 1435]","[539, 796, 231, 352, 340, 328, 1013]","[0.6455090045928955, 0.5310207009315491, 0.2935197055339813, 0.2586333453655243, 0.28145694732666016, 0.39140811562538147, 0.705923318862915]"
400,1.0,1.0,1.1764789819717407,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3721881390593047,0.3767873713356767,0.0,"[0.573, 0.357, 0.256, 0.171, 0.221, 0.576, 0.517]",0.42535787321063395,0.4305444730888305,0.0,"[0.68, 0.457, 0.273, 0.286, 0.342, 0.333, 0.623]",386,744,0.5188172043010753,0.98,"[0.20912688970565796, 0.09137163311243057, 0.15299947559833527, 0.08925125002861023, 0.1840125471353531, 0.2159561663866043, 0.05728181451559067]","[0.9683765769004822, 0.4231026768684387, 0.7084746956825256, 0.4132840931415558, 0.8520828485488892, 1.0, 0.2652474045753479]","[107, 134, 76, 123, 95, 101, 108]","[92, 78, 30, 28, 37, 46, 75]","[0.8598130941390991, 0.5820895433425903, 0.3947368562221527, 0.22764228284358978, 0.38947367668151855, 0.4554455578327179, 0.6944444179534912]","[942, 1633, 863, 1484, 1303, 939, 1543]","[631, 874, 261, 380, 377, 374, 1088]","[0.6698513627052307, 0.5352112650871277, 0.3024333715438843, 0.25606468319892883, 0.2893323004245758, 0.398296058177948, 0.7051199078559875]"
425,1.0,1.0,1.1768178939819336,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3824130879345603,0.3849210100448533,0.0,"[0.547, 0.529, 0.346, 0.343, 0.026, 0.407, 0.533]",0.40899795501022496,0.4000583129348435,0.0,"[0.64, 0.586, 0.377, 0.414, 0.066, 0.2, 0.59]",384,753,0.5099601593625498,0.98,"[0.19006633758544922, 0.19903767108917236, 0.20511677861213684, 0.19107890129089355, 0.03577036410570145, 0.10139752924442291, 0.07753220200538635]","[0.9266250133514404, 0.9703627228736877, 1.0, 0.9315615296363831, 0.17439024150371552, 0.4943404793739319, 0.3779905438423157]","[106, 141, 74, 113, 101, 89, 129]","[85, 79, 25, 35, 25, 42, 93]","[0.801886796951294, 0.5602836608886719, 0.3378378450870514, 0.3097345232963562, 0.24752475321292877, 0.47191011905670166, 0.7209302186965942]","[1048, 1774, 937, 1597, 1404, 1028, 1672]","[716, 953, 286, 415, 402, 416, 1181]","[0.6832060813903809, 0.5372040867805481, 0.30522945523262024, 0.2598622441291809, 0.28632479906082153, 0.40466925501823425, 0.7063397169113159]"
450,1.0,1.0,1.1868077516555786,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.36809815950920244,0.37816995420134136,0.0,"[0.587, 0.271, 0.308, 0.214, 0.169, 0.525, 0.567]",0.4049079754601227,0.40523194493771114,0.0,"[0.733, 0.286, 0.338, 0.314, 0.289, 0.25, 0.623]",409,863,0.473928157589803,0.98,"[0.22111080586910248, 0.05805179849267006, 0.20872275531291962, 0.16281405091285706, 0.14574898779392242, 0.08867297321557999, 0.11487843096256256]","[1.0, 0.262546181678772, 0.9439735412597656, 0.7363459467887878, 0.6591671705245972, 0.40103408694267273, 0.5195513963699341]","[93, 179, 127, 156, 92, 102, 114]","[74, 87, 33, 46, 33, 52, 84]","[0.7956989407539368, 0.48603352904319763, 0.25984251499176025, 0.29487180709838867, 0.3586956560611725, 0.5098039507865906, 0.7368420958518982]","[1141, 1953, 1064, 1753, 1496, 1130, 1786]","[790, 1040, 319, 461, 435, 468, 1265]","[0.692375123500824, 0.5325140953063965, 0.2998120188713074, 0.2629777491092682, 0.2907753884792328, 0.41415929794311523, 0.708286702632904]"
475,1.0,1.0,1.1776301860809326,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.38445807770961143,0.36923187800535506,0.0,"[0.6, 0.486, 0.423, 0.186, 0.013, 0.525, 0.517]",0.4130879345603272,0.40157336823990025,0.0,"[0.693, 0.557, 0.377, 0.314, 0.053, 0.333, 0.59]",414,960,0.43125,0.98,"[0.22378627955913544, 0.12886469066143036, 0.2825078070163727, 0.17523889243602753, 0.03650195151567459, 0.08721264451742172, 0.06588751822710037]","[0.7921419143676758, 0.45614558458328247, 1.0, 0.6202974915504456, 0.12920688092708588, 0.3087087869644165, 0.23322370648384094]","[131, 185, 131, 165, 105, 138, 105]","[103, 89, 35, 36, 29, 50, 72]","[0.7862595319747925, 0.4810810685157776, 0.2671755850315094, 0.2181818187236786, 0.27619048953056335, 0.36231884360313416, 0.6857143044471741]","[1272, 2138, 1195, 1918, 1601, 1268, 1891]","[893, 1129, 354, 497, 464, 518, 1337]","[0.7020440101623535, 0.5280635952949524, 0.2962343096733093, 0.25912410020828247, 0.2898188531398773, 0.40851736068725586, 0.7070333361625671]"
500,1.0,1.0,1.1812108755111694,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.37627811860940696,0.3850524274733237,0.0,"[0.547, 0.443, 0.436, 0.171, 0.13, 0.492, 0.45]",0.4274028629856851,0.43325862299083623,0.0,"[0.667, 0.529, 0.416, 0.286, 0.25, 0.267, 0.574]",422,920,0.45869565217391306,0.98,"[0.17504124343395233, 0.14835244417190552, 0.213100865483284, 0.1359919011592865, 0.1066909208893776, 0.1435796171426773, 0.07724284380674362]","[0.8214008808135986, 0.6961606740951538, 1.0, 0.6381574273109436, 0.5006592273712158, 0.673763632774353, 0.362470805644989]","[144, 166, 94, 140, 127, 132, 117]","[106, 80, 27, 37, 24, 62, 86]","[0.7361111044883728, 0.4819277226924896, 0.28723403811454773, 0.26428571343421936, 0.18897637724876404, 0.469696968793869, 0.7350427508354187]","[1416, 2304, 1289, 2058, 1728, 1400, 2008]","[999, 1209, 381, 534, 488, 580, 1423]","[0.7055084705352783, 0.5247395634651184, 0.2955779731273651, 0.2594752311706543, 0.28240740299224854, 0.41428571939468384, 0.7086653113365173]"
525,1.0,1.0,1.2094676494598389,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.37423312883435583,0.37745278856916314,0.0,"[0.573, 0.3, 0.372, 0.214, 0.065, 0.627, 0.55]",0.40286298568507156,0.4080084383225371,0.0,"[0.693, 0.286, 0.351, 0.371, 0.171, 0.35, 0.623]",412,916,0.4497816593886463,0.98,"[0.1950935423374176, 0.06283808499574661, 0.18305736780166626, 0.17653243243694305, 0.12271502614021301, 0.19976457953453064, 0.059998780488967896]","[0.9766172766685486, 0.3145606815814972, 0.9163655042648315, 0.8837023973464966, 0.6142982244491577, 1.0, 0.3003474473953247]","[134, 111, 93, 159, 177, 95, 147]","[109, 67, 20, 34, 44, 37, 101]","[0.8134328126907349, 0.6036036014556885, 0.2150537669658661, 0.21383647620677948, 0.24858756363391876, 0.38947367668151855, 0.6870748400688171]","[1550, 2415, 1382, 2217, 1905, 1495, 2155]","[1108, 1276, 401, 568, 532, 617, 1524]","[0.7148386836051941, 0.528364360332489, 0.2901591956615448, 0.2562020719051361, 0.2792651057243347, 0.4127090275287628, 0.707192599773407]"
550,1.0,1.0,1.1751559972763062,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.4049079754601227,0.4061911104981747,0.0,"[0.56, 0.429, 0.449, 0.2, 0.143, 0.542, 0.567]",0.4233128834355828,0.42476671774673697,0.0,"[0.667, 0.529, 0.351, 0.286, 0.211, 0.3, 0.639]",431,898,0.4799554565701559,0.98,"[0.1721356064081192, 0.1394178569316864, 0.2883075475692749, 0.15175305306911469, 0.07414019852876663, 0.07348692417144775, 0.10075867176055908]","[0.5970554947853088, 0.48357337713241577, 1.0, 0.5263582468032837, 0.257156640291214, 0.2548907399177551, 0.34948328137397766]","[124, 169, 118, 146, 109, 114, 118]","[94, 91, 29, 35, 33, 62, 87]","[0.7580645084381104, 0.5384615659713745, 0.24576270580291748, 0.2397260218858719, 0.302752286195755, 0.5438596606254578, 0.7372881174087524]","[1674, 2584, 1500, 2363, 2014, 1609, 2273]","[1202, 1367, 430, 603, 565, 679, 1611]","[0.7180406451225281, 0.5290247797966003, 0.2866666615009308, 0.2551840841770172, 0.2805362343788147, 0.4220012426376343, 0.7087549567222595]"
575,1.0,1.0,1.1749956607818604,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.39263803680981596,0.3848527146321264,0.0,"[0.747, 0.1, 0.346, 0.143, 0.351, 0.525, 0.567]",0.40286298568507156,0.38483137924350513,0.0,"[0.8, 0.143, 0.351, 0.143, 0.487, 0.233, 0.639]",422,868,0.4861751152073733,0.98,"[0.26664772629737854, 0.04781777784228325, 0.23972123861312866, 0.10503841191530228, 0.21734586358070374, 0.06121734529733658, 0.06221146136522293]","[1.0, 0.17932941019535065, 0.8990185260772705, 0.39392203092575073, 0.8151049017906189, 0.22958135604858398, 0.2333095520734787]","[108, 142, 101, 146, 126, 96, 149]","[82, 83, 26, 33, 41, 52, 105]","[0.7592592835426331, 0.5845070481300354, 0.2574257552623749, 0.22602739930152893, 0.3253968358039856, 0.5416666865348816, 0.7046979665756226]","[1782, 2726, 1601, 2509, 2140, 1705, 2422]","[1284, 1450, 456, 636, 606, 731, 1716]","[0.7205387353897095, 0.5319148898124695, 0.2848219871520996, 0.2534874379634857, 0.28317758440971375, 0.4287390112876892, 0.708505392074585]"
