record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,seeds_list
20240326-224027,15.54,4.91,0,../codecomplex_java,10,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_codebert-base_10_0.7,microsoft/codebert-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,seeds_list
20240327-000813,15.75,3.89,0,../codecomplex_java,5,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_codebert-base_5_0.7,microsoft/codebert-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,seeds_list
20240327-001841,15.75,3.89,0,../codecomplex_java,5,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_codebert-base_5_0.7,microsoft/codebert-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,seeds_list
20240327-003354,15.75,3.89,0,../codecomplex_java,5,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_codebert-base_5_0.7,microsoft/codebert-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,seeds_list
20240327-000806,29.86,26.69,0,../codecomplex_java,10,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_codebert-base_10_0.7,microsoft/codebert-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,seeds_list
20240327-010433,37.83,36.45,0,../codecomplex_java,10,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_codet5p-110m-embedding_10_0.7,Salesforce/codet5p-110m-embedding,Salesforce/codet5p-110m-embedding,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,seeds_list
20240327-010048,35.38,35.08,0,../codecomplex_java,10,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_unixcoder-base_10_0.7,microsoft/unixcoder-base,microsoft/unixcoder-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,seeds_list
20240327-085940,35.38,35.08,0,../codecomplex_java,10,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_unixcoder-base_10_0.7,microsoft/unixcoder-base,microsoft/unixcoder-base,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,seeds_list
20240327-100341,29.65,26.42,0,../codecomplex_java,5,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,codecomplex_java_unixcoder-base_5_0.7,microsoft/unixcoder-base,microsoft/unixcoder-base,[0]
20240327-223506,14.32,12.39,0,../data/problem_based_split/java_extended_data,1,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,20,100000,100,1_codebert-base_1e-05_0.7_20_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240327-225634,14.32,12.39,0,../data/problem_based_split/java_extended_data,1,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,30,100000,100,1_codebert-base_1e-05_0.7_30_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240327-232447,22.60,7.52,0,../data/problem_based_split/java_extended_data,1,7,0.0001,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,1_codebert-base_0.0001_0.7_10_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240327-233311,22.60,7.52,0,../data/problem_based_split/java_extended_data,1,7,0.0001,1,0.7,True,1,False,True,0.9,False,0.9,25,20,100000,100,1_codebert-base_0.0001_0.7_20_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240327-235741,22.60,7.52,0,../data/problem_based_split/java_extended_data,1,7,0.0001,1,0.7,True,1,False,True,0.9,False,0.9,25,30,100000,100,1_codebert-base_0.0001_0.7_30_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-003804,19.02,10.04,0,../data/problem_based_split/java_extended_data,1,7,0.0005,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,1_codebert-base_0.0005_0.7_10_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-004706,19.02,10.04,0,../data/problem_based_split/java_extended_data,1,7,0.0005,1,0.7,True,1,False,True,0.9,False,0.9,25,20,100000,100,1_codebert-base_0.0005_0.7_20_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-010058,19.02,10.04,0,../data/problem_based_split/java_extended_data,1,7,0.0005,1,0.7,True,1,False,True,0.9,False,0.9,25,30,100000,100,1_codebert-base_0.0005_0.7_30_java_extended_data,microsoft/codebert-base,microsoft/codebert-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-012918,25.28,15.22,0,../data/problem_based_split/java_extended_data,1,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,1_unixcoder-base_1e-05_0.7_10_java_extended_data,microsoft/unixcoder-base,microsoft/unixcoder-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-013925,27.52,21.46,0,../data/problem_based_split/java_extended_data,1,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,20,100000,100,1_unixcoder-base_1e-05_0.7_20_java_extended_data,microsoft/unixcoder-base,microsoft/unixcoder-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-023219,25.73,20.01,0,../data/problem_based_split/java_extended_data,1,7,1e-05,1,0.7,True,1,False,True,0.9,False,0.9,25,30,100000,100,1_unixcoder-base_1e-05_0.7_30_java_extended_data,microsoft/unixcoder-base,microsoft/unixcoder-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-044101,22.82,5.31,0,../data/problem_based_split/java_extended_data,1,7,0.0001,1,0.7,True,1,False,True,0.9,False,0.9,25,10,100000,100,1_unixcoder-base_0.0001_0.7_10_java_extended_data,microsoft/unixcoder-base,microsoft/unixcoder-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
20240328-050553,22.82,5.31,0,../data/problem_based_split/java_extended_data,1,7,0.0001,1,0.7,True,1,False,True,0.9,False,0.9,25,20,100000,100,1_unixcoder-base_0.0001_0.7_20_java_extended_data,microsoft/unixcoder-base,microsoft/unixcoder-base,hard,[0]
record_time,Mean_std_acc,Mean_std_f1,device_idx,dataset,n_labeled_per_class,bs,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,max_epoch,save_name,token,net_arch,labeling_mode,seeds_list
